,certif_AFNOR,certif_DHV,certif_EN,certif_MISC,certification,flat_AR,flat_area,flat_span,manufacturer,name,proj_AR,proj_area,proj_span,ptv_maxi,ptv_mini,size,source,weight,year
208,,,,CCC,CCC,7.5,25.5,13.83,Dudek,Coden Pro,5.67,21.52,11.04,130.0,110.0,25,GliderBase,6.6,2016
209,,,C,,C,6.2,21.2,11.47,Dudek,Colt 2,4.66,18.14,9.2,85.0,60.0,21,GliderBase,4.51,2016
210,,,C,,C,6.2,23.2,11.99,Dudek,Colt 2,4.66,19.86,9.62,90.0,65.0,23,GliderBase,5.03,2016
211,,,C,,C,6.2,25.0,12.45,Dudek,Colt 2,4.66,21.4,9.99,105.0,85.0,25,GliderBase,5.19,2016
212,,,C,,C,6.2,27.2,12.99,Dudek,Colt 2,4.66,23.28,10.42,120.0,95.0,27,GliderBase,5.52,2016
213,,,C,,C,6.2,30.0,13.64,Dudek,Colt 2,4.66,25.67,10.94,130.0,110.0,30,GliderBase,6.16,2016
214,,,C,,C,6.2,21.2,11.47,Dudek,Colt 2 Light,4.66,18.14,9.2,85.0,60.0,21,GliderBase,3.93,2016
215,,,C,,C,6.2,23.2,11.99,Dudek,Colt 2 Light,4.66,19.86,9.62,90.0,65.0,23,GliderBase,4.37,2016
216,,,C,,C,6.2,25.0,12.45,Dudek,Colt 2 Light,4.66,21.4,9.99,105.0,85.0,25,GliderBase,4.64,2016
217,,,C,,C,6.2,27.2,12.99,Dudek,Colt 2 Light,4.66,23.28,10.42,120.0,95.0,27,GliderBase,4.99,2016
218,,,C,,C,6.2,30.0,13.64,Dudek,Colt 2 Light,4.66,25.67,10.94,130.0,110.0,30,GliderBase,5.39,2016
219,,,,,,5.2,19.5,10.07,Dudek,FreeWay XX,4.15,17.16,8.44,80.0,50.0,19.5,GliderBase,5.4,2015
220,,,,,,5.2,22.0,10.69,Dudek,FreeWay XX,4.15,19.36,8.96,100.0,55.0,22,GliderBase,5.9,2015
221,,,,DGAC,DGAC,5.9,18.0,10.3,Dudek,Hadron 1.1,4.44,15.62,8.32,110.0,70.0,18,GliderBase,4.7,2011
222,,,,DGAC,DGAC,5.9,20.0,10.86,Dudek,Hadron 1.1,4.44,17.36,8.78,120.0,80.0,20,GliderBase,5.2,2011
223,,,,DGAC,DGAC,5.9,22.0,11.39,Dudek,Hadron 1.1,4.44,19.1,9.21,140.0,85.0,22,GliderBase,5.6,2011
224,,,,DGAC,DGAC,5.9,24.0,11.9,Dudek,Hadron 1.1,4.44,20.83,9.61,160.0,95.0,24,GliderBase,5.8,2011
225,,,,DGAC,DGAC,5.9,34.0,14.16,Dudek,Hadron Cabrio,4.55,29.68,11.62,300.0,170.0,34,GliderBase,8.5,2012
226,,,,DGAC,DGAC,5.9,34.0,14.16,Dudek,Hadron Cabrio,4.55,29.68,11.62,215.0,160.0,Duo 34,GliderBase,8.1,2012
227,,,,,,6.15,16.0,9.92,Dudek,Hadron XX,4.51,13.46,7.79,85.0,70.0,16,GliderBase,4.6,2015
228,,,,,,6.15,17.0,10.22,Dudek,Hadron XX,4.51,14.3,8.03,95.0,80.0,17,GliderBase,4.75,2015
229,,,,,,6.15,18.0,10.52,Dudek,Hadron XX,4.51,15.14,8.26,135.0,90.0,18,GliderBase,5.0,2015
230,,,,,,6.15,20.0,11.09,Dudek,Hadron XX,4.51,16.82,8.71,150.0,100.0,20,GliderBase,5.3,2015
231,,,,,,6.15,22.0,11.63,Dudek,Hadron XX,4.51,18.5,9.13,160.0,110.0,22,GliderBase,5.7,2015
232,,,,,,6.15,24.0,12.14,Dudek,Hadron XX,4.51,20.19,9.54,170.0,120.0,24,GliderBase,6.1,2015
233,,,,,,5.6,17.0,9.76,Dudek,Mach 1.1,4.31,14.56,7.92,110.0,55.0,Mach 1.1,GliderBase,5.6,2013
234,,,,not_cert,not_cert,4.8,12.0,7.59,Dudek,Marlin 2,3.65,10.56,6.21,,,Marlin 12,GliderBase,2.79,
235,,,,,pending,5.05,20.6,10.2,Dudek,Nemo 4,3.65,17.52,8.0,85.0,45.0,20,GliderBase,4.21,2014
236,,,,,pending,5.05,23.0,10.78,Dudek,Nemo 4,3.65,19.56,8.46,95.0,55.0,23,GliderBase,4.58,2014
237,,,,,pending,5.05,25.3,11.3,Dudek,Nemo 4,3.65,21.52,8.87,110.0,70.0,25,GliderBase,4.92,2014
238,,,,,pending,5.05,28.0,11.89,Dudek,Nemo 4,3.65,23.82,9.33,130.0,85.0,28,GliderBase,5.33,2014
239,,,,,pending,5.05,31.0,12.51,Dudek,Nemo 4,3.65,26.37,9.82,155.0,100.0,31,GliderBase,5.74,2014
240,,,,DGAC,DGAC,5.05,20.6,10.2,Dudek,Nemo XX,3.65,17.52,8.0,85.0,45.0,20,GliderBase,4.4,2014
241,,,,DGAC,DGAC,5.05,23.0,10.78,Dudek,Nemo XX,3.65,19.56,8.46,95.0,55.0,23,GliderBase,4.8,2014
242,,,,DGAC,DGAC,5.05,25.3,11.3,Dudek,Nemo XX,3.65,21.52,8.87,110.0,70.0,25,GliderBase,5.2,2014
243,,,,DGAC,DGAC,5.05,28.0,11.89,Dudek,Nemo XX,3.65,23.82,9.33,130.0,85.0,28,GliderBase,5.6,2014
244,,,,DGAC,DGAC,5.05,31.0,12.51,Dudek,Nemo XX,3.65,26.37,9.82,155.0,100.0,31,GliderBase,6.0,2014
245,,,,,pending,5.4,38.0,14.33,Dudek,Nucleon WRC Cabrio,4.07,32.48,11.5,250.0,160.0,38,GliderBase,10.1,2011
246,,,,DGAC,DGAC,5.4,42.0,15.06,Dudek,Nucleon WRC Cabrio,4.07,35.9,12.09,310.0,190.0,42,GliderBase,10.3,2011
247,,,,DGAC,DGAC,5.6,20.0,10.58,Dudek,Nucleon XX,4.12,17.08,8.39,110.0,75.0,20,GliderBase,5.5,2015
248,,,,DGAC,DGAC,5.6,22.0,11.1,Dudek,Nucleon XX,4.12,18.79,8.8,120.0,85.0,22,GliderBase,5.9,2015
249,,,,DGAC,DGAC,5.6,24.0,11.59,Dudek,Nucleon XX,4.12,20.49,9.2,130.0,95.0,24,GliderBase,6.3,2015
250,,,,DGAC,DGAC,5.6,26.0,12.07,Dudek,Nucleon XX,4.12,22.2,9.57,145.0,105.0,26,GliderBase,6.7,2015
251,,,,DGAC,DGAC,5.6,28.0,12.52,Dudek,Nucleon XX,4.12,23.91,9.93,160.0,115.0,28,GliderBase,7.1,2015
252,,,B,,B,5.5,22.0,11.0,Dudek,Optic 2,4.1,18.81,8.79,75.0,60.0,22,GliderBase,4.74,2017
253,,,B,,B,5.5,24.0,11.49,Dudek,Optic 2,4.1,20.52,9.18,90.0,70.0,24,GliderBase,5.05,2017
254,,,B,,B,5.5,26.0,11.96,Dudek,Optic 2,4.1,22.23,9.56,105.0,85.0,26,GliderBase,5.37,2017
255,,,B,,B,5.5,28.2,12.45,Dudek,Optic 2,4.1,24.12,9.95,120.0,100.0,28,GliderBase,5.71,2017
256,,,B,,B,5.5,30.4,12.93,Dudek,Optic 2,4.1,26.0,10.33,140.0,115.0,30,GliderBase,6.01,2017
257,,,B,,B,5.5,22.0,11.0,Dudek,Optic 2 Light,4.1,18.81,8.79,75.0,60.0,22,GliderBase,3.64,2017
258,,,B,,B,5.5,24.0,11.49,Dudek,Optic 2 Light,4.1,20.52,9.18,90.0,70.0,24,GliderBase,3.86,2017
259,,,B,,B,5.5,26.0,11.96,Dudek,Optic 2 Light,4.1,22.23,9.56,105.0,85.0,26,GliderBase,4.11,2017
260,,,B,,B,5.5,28.2,12.45,Dudek,Optic 2 Light,4.1,24.12,9.95,120.0,100.0,28,GliderBase,4.4,2017
261,,,B,,B,5.5,30.4,12.93,Dudek,Optic 2 Light,4.1,26.0,10.33,140.0,115.0,30,GliderBase,4.65,2017
262,,,B,,B,5.4,41.0,14.88,Dudek,Orca 4,3.97,34.83,11.77,220.0,120.0,Orca 4 41,GliderBase,7.27,2018
263,,,,DGAC,DGAC,5.3,41.1,14.76,Dudek,Orca XX Cabrio,3.9,34.91,11.67,310.0,120.0,41,GliderBase,8.3,2015
264,,,,DGAC,DGAC,5.6,22.0,11.1,Dudek,Report'air,4.16,18.97,8.88,120.0,85.0,22,GliderBase,5.8,2016
265,,,,DGAC,DGAC,5.6,24.0,11.59,Dudek,Report'air,4.16,20.69,9.28,130.0,95.0,24,GliderBase,6.2,2016
266,,,,DGAC,DGAC,5.6,26.0,12.07,Dudek,Report'air,4.16,22.42,9.66,145.0,105.0,26,GliderBase,6.5,2016
267,,,,DGAC,DGAC,5.6,28.0,12.52,Dudek,Report'air,4.16,24.14,10.02,160.0,115.0,28,GliderBase,6.9,2016
268,,,,,,4.8,14.0,8.2,Dudek,Run & Fly,3.6,11.95,6.52,,,14,GliderBase,,2018
269,,,,,,4.8,16.0,8.76,Dudek,Run & Fly,3.6,13.66,6.97,,,16,GliderBase,0.986,2018
270,,,,,,4.8,18.0,9.3,Dudek,Run & Fly,3.6,15.37,7.39,,,18,GliderBase,,2018
271,,,,,,4.8,20.0,9.8,Dudek,Run & Fly,3.6,17.08,7.8,,,20,GliderBase,,2018
272,,,,,,5.8,16.0,9.63,Dudek,Snake 1.2,4.46,13.93,7.88,105.0,65.0,16,GliderBase,4.6,2018
273,,,,,,5.8,18.0,10.22,Dudek,Snake 1.2,4.46,15.67,8.36,120.0,70.0,18,GliderBase,4.9,2018
274,,,,,,5.8,20.0,10.77,Dudek,Snake 1.2,4.46,17.41,8.81,130.0,80.0,20,GliderBase,5.6,2018
275,,,,,,5.8,22.0,11.3,Dudek,Snake 1.2,4.46,19.16,9.24,145.0,85.0,22,GliderBase,5.8,2018
276,,,,,,5.8,24.0,11.8,Dudek,Snake 1.2,4.46,20.9,9.65,160.0,95.0,24,GliderBase,6.35,2018
277,,,,DGAC,DGAC,5.9,15.0,9.4,Dudek,Snake XX,4.48,12.94,7.62,135.0,90.0,15,GliderBase,4.4,2015
278,,,,DGAC,DGAC,5.9,16.0,9.71,Dudek,Snake XX,4.48,13.81,7.86,145.0,95.0,16,GliderBase,4.6,2015
279,,,,DGAC,DGAC,5.9,18.0,10.3,Dudek,Snake XX,4.48,15.53,8.34,150.0,110.0,18,GliderBase,5.0,2015
280,,,,DGAC,DGAC,5.9,20.0,10.86,Dudek,Snake XX,4.48,17.26,8.79,160.0,120.0,20,GliderBase,5.3,2015
281,,,,DGAC,DGAC,5.9,22.0,11.39,Dudek,Snake XX,4.48,18.98,9.22,170.0,130.0,22,GliderBase,5.8,2015
282,,,,DGAC,DGAC,5.9,28.0,12.85,Dudek,Snake XX,4.48,24.16,10.41,230.0,160.0,28,GliderBase,6.8,2015
283,,,,DGAC,DGAC,5.1,23.0,10.83,Dudek,Universal 1.1,3.83,19.83,8.71,95.0,60.0,23,GliderBase,5.6,2013
284,,,,DGAC,DGAC,5.1,25.5,11.4,Dudek,Universal 1.1,3.83,21.98,9.17,115.0,70.0,25.5,GliderBase,5.95,2013
285,,,,DGAC,DGAC,5.1,28.0,11.95,Dudek,Universal 1.1,3.83,24.14,9.61,140.0,90.0,28,GliderBase,6.4,2013
286,,,,DGAC,DGAC,5.1,31.0,12.57,Dudek,Universal 1.1,3.83,26.72,10.11,170.0,110.0,31,GliderBase,6.85,2013
287,,,,DGAC,DGAC,5.1,34.0,13.17,Dudek,Universal 1.1,3.83,29.31,10.59,215.0,135.0,34,GliderBase,7.35,2013
288,,,A,,A,4.7,21.9,10.2,Flow,Ace,3.38,18.9,8.0,85.0,60.0,XS,GliderBase,4.3,2017
289,,,A,,A,4.7,25.4,10.9,Flow,Ace,3.38,21.9,8.6,95.0,70.0,S,GliderBase,4.6,2017
290,,,A,,A,4.7,27.5,11.3,Flow,Ace,3.38,23.7,8.9,105.0,85.0,M,GliderBase,5.3,2017
291,,,A,,A,4.7,29.8,11.8,Flow,Ace,3.38,25.7,9.3,120.0,95.0,L,GliderBase,5.4,2017
292,,,B,,B,5.17,24.2,11.18,Flow,Cosmos,3.9,21.0,9.05,85.0,60.0,XS,GliderBase,5.0,2018
293,,,B,,B,5.17,25.8,11.55,Flow,Cosmos,3.9,22.22,9.29,95.0,70.0,S,GliderBase,5.5,2018
294,,,B,,B,5.17,27.3,11.88,Flow,Cosmos,3.9,23.44,9.48,105.0,85.0,M,GliderBase,5.8,2018
295,,,B,,B,5.17,29.3,12.34,Flow,Cosmos,3.9,25.47,10.03,120.0,95.0,L,GliderBase,6.2,2018
296,,,B,,B,5.4,38.5,14.5,Flow,Panorama,3.9,33.15,11.4,190.0,110.0,39,GliderBase,6.6,2018
297,,,B,,B,5.4,41.15,14.9,Flow,Panorama,3.9,35.3,11.8,212.0,120.0,41,GliderBase,6.7,2018
298,,,D,,D,6.95,21.75,12.34,Flow,XCRacer,5.4,18.63,10.01,95.0,75.0,S,GliderBase,5.0,2017
299,,,D,,D,6.95,22.8,12.66,Flow,XCRacer,5.4,19.52,10.3,105.0,85.0,M,GliderBase,5.4,2017
300,,,D,,D,6.95,24.75,13.2,Flow,XCRacer,5.4,21.2,10.73,115.0,95.0,ML,GliderBase,5.8,2017
301,,,D,,D,6.95,26.55,13.66,Flow,XCRacer,5.4,22.74,11.11,125.0,105.0,L,GliderBase,6.2,2017
302,,,,Load,Load,5.0,15.0,8.57,Flow,Yoti2,3.81,13.03,7.05,160.0,55.0,15,GliderBase,3.55,2016
303,,,,Load,Load,5.0,17.0,9.12,Flow,Yoti2,3.83,14.68,7.47,160.0,55.0,17,GliderBase,3.7,2016
304,,,,Load,Load,5.0,19.05,9.77,Flow,Yoti2,3.86,16.59,8.0,160.0,55.0,19,GliderBase,4.05,2016
305,,,,Load,Load,5.0,21.0,10.27,Flow,Yoti2,3.88,18.33,8.43,160.0,55.0,21,GliderBase,4.3,2016
306,,,,Load,Load,5.0,15.0,8.57,Flow,Yoti2 Lite,3.81,13.03,7.05,160.0,55.0,15,GliderBase,2.15,2016
307,,,,Load,Load,5.0,17.0,9.12,Flow,Yoti2 Lite,3.83,14.68,7.47,160.0,55.0,17,GliderBase,2.4,2016
308,,,,Load,Load,5.0,19.05,9.77,Flow,Yoti2 Lite,3.86,16.59,8.0,160.0,55.0,19,GliderBase,2.65,2016
309,,,,Load,Load,5.0,21.0,10.27,Flow,Yoti2 Lite,3.88,18.33,8.43,160.0,55.0,21,GliderBase,2.85,2016
310,,,B,,B,5.21,21.61,10.61,Gin,Atlas 2,3.86,18.62,8.47,75.0,55.0,XXS,GliderBase,4.5,2018
311,,,B,,B,5.21,22.89,10.92,Gin,Atlas 2,3.86,19.73,8.72,85.0,65.0,XS,GliderBase,4.8,2018
312,,,B,,B,5.21,24.94,11.4,Gin,Atlas 2,3.86,21.49,9.11,100.0,75.0,S,GliderBase,5.1,2018
313,,,B,,B,5.21,27.08,11.88,Gin,Atlas 2,3.86,23.34,9.49,110.0,85.0,M,GliderBase,5.4,2018
314,,,B,,B,5.21,29.31,12.36,Gin,Atlas 2,3.86,25.26,9.87,116.0,95.0,L,GliderBase,5.8,2018
315,,,B,,B,5.21,31.62,12.84,Gin,Atlas 2,3.86,27.25,10.25,125.0,105.0,XL,GliderBase,6.2,2018
316,,,A,,A,4.8,22.32,10.35,Gin,Bolero 6,3.59,19.37,8.34,80.0,55.0,XXS,GliderBase,4.2,2017
317,,,A,,A,4.8,24.22,10.78,Gin,Bolero 6,3.59,21.02,8.69,90.0,65.0,XS,GliderBase,4.45,2017
318,,,A,,A,4.8,26.36,11.25,Gin,Bolero 6,3.59,22.88,9.07,100.0,75.0,S,GliderBase,4.7,2017
319,,,A,,A,4.8,28.6,11.72,Gin,Bolero 6,3.59,24.82,9.45,110.0,85.0,M,GliderBase,5.0,2017
320,,,A,,A,4.8,30.93,12.19,Gin,Bolero 6,3.59,26.85,9.82,120.0,95.0,L,GliderBase,5.25,2017
321,,,A,,A,4.8,34.1,12.79,Gin,Bolero 6,3.59,29.6,10.31,135.0,105.0,XL,GliderBase,5.7,2017
322,,,C,,C,6.44,19.4,11.18,Gin,Bonanza 2,4.92,16.63,9.04,75.0,60.0,XXS,GliderBase,4.5,2018
323,,,C,,C,6.44,20.7,11.54,Gin,Bonanza 2,4.92,17.75,9.34,85.0,65.0,XS,GliderBase,4.65,2018
324,,,C,,C,6.44,22.6,12.06,Gin,Bonanza 2,4.92,19.38,9.76,95.0,75.0,S,GliderBase,5.15,2018
325,,,C,,C,6.44,24.5,12.56,Gin,Bonanza 2,4.92,21.01,10.16,105.0,85.0,M,GliderBase,5.3,2018
326,,,C,,C,6.44,26.5,13.06,Gin,Bonanza 2,4.92,22.72,10.57,115.0,95.0,L,GliderBase,5.7,2018
327,,,C,,C,6.44,28.6,13.57,Gin,Bonanza 2,4.92,24.52,10.98,130.0,105.0,XL,GliderBase,5.95,2018
328,,,,CCC,CCC,7.91,20.0,,Gin,Boomerang 11,,,,90.0,75.0,XS,GliderBase,5.55,2017
329,,,,CCC,CCC,7.91,21.31,,Gin,Boomerang 11,,,,100.0,85.0,S,GliderBase,5.85,2017
330,,,,CCC,CCC,7.91,23.12,,Gin,Boomerang 11,,,,112.0,95.0,M,GliderBase,6.15,2017
331,,,,CCC,CCC,7.91,25.59,,Gin,Boomerang 11,,,,125.0,110.0,L,GliderBase,6.7,2017
332,,,B,,B,6.1,20.1,11.07,Gin,Explorer,4.58,17.11,8.85,75.0,55.0,XXS,GliderBase,3.2,2016
333,,,B,,B,6.1,21.6,11.48,Gin,Explorer,4.58,18.39,9.18,85.0,65.0,XS,GliderBase,3.4,2016
334,,,B,,B,6.1,23.6,12.0,Gin,Explorer,4.58,20.09,9.59,100.0,75.0,S,GliderBase,3.7,2016
335,,,B,,B,6.1,25.5,12.47,Gin,Explorer,4.58,21.71,9.97,110.0,85.0,M,GliderBase,3.9,2016
336,,,B,,B,6.1,27.6,12.95,Gin,Explorer,4.58,23.41,10.35,120.0,95.0,L,GliderBase,4.1,2016
337,,,B,,B,5.35,36.9,14.05,Gin,Fuse 2,3.93,31.18,11.07,175.0,90.0,37,GliderBase,7.0,2018
338,,,B,,B,5.35,40.95,14.8,Gin,Fuse 2,3.93,34.6,11.66,220.0,120.0,41,GliderBase,7.6,2018
339,,,,Load,Load,5.6,20.0,10.58,Gin,Gangster 2,4.35,17.29,8.67,95.0,70.0,20,GliderBase,4.4,2017
340,,,C,,C,5.6,22.0,11.1,Gin,Gangster 2,4.35,19.02,9.09,110.0,85.0,22,GliderBase,4.7,2017
341,,,C,,C,4.8,16.0,8.76,Gin,Griffin,3.59,13.89,7.07,105.0,55.0,16 (Standard),GliderBase,2.1,2016
342,,,,,,4.8,14.0,8.2,Gin,Griffin,3.59,12.15,6.61,95.0,45.0,14 (d-Version),GliderBase,2.8,2016
343,,,,,,4.8,16.0,8.76,Gin,Griffin,3.59,13.89,7.07,105.0,55.0,16 (d-Version),GliderBase,3.1,2016
344,,,,,,4.8,18.0,9.3,Gin,Griffin,3.59,15.62,7.49,115.0,65.0,18 (d-Version),GliderBase,3.3,2016
345,,,D,,D,6.99,21.46,12.25,Gin,Gto 2,5.3,18.33,9.85,85.0,70.0,XS,GliderBase,4.0,2015
346,,,D,,D,6.99,22.9,12.65,Gin,Gto 2,5.3,19.56,10.17,95.0,80.0,S,GliderBase,4.1,2015
347,,,D,,D,6.99,24.0,12.95,Gin,Gto 2,5.3,20.5,10.42,105.0,90.0,M,GliderBase,4.25,2015
348,,,C,,C,6.99,25.32,13.3,Gin,Gto 2,5.3,21.63,10.7,120.0,100.0,L,GliderBase,4.4,2015
349,,,B,,B,4.8,34.0,12.77,Gin,Osprey,3.59,29.5,10.3,210.0,100.0,34,GliderBase,7.1,2017
350,,,A,,A,4.8,24.22,10.78,Gin,Pegasus 2,3.6,21.02,8.69,90.0,65.0,24,GliderBase,4.7,2018
351,,,A,,A,4.8,26.36,11.25,Gin,Pegasus 2,3.6,22.88,9.07,100.0,75.0,26,GliderBase,4.95,2018
352,,,A,,A,4.8,28.6,11.72,Gin,Pegasus 2,3.6,24.82,9.45,110.0,85.0,28,GliderBase,5.25,2018
353,,,A,,A,4.8,30.93,12.19,Gin,Pegasus 2,3.6,26.85,9.82,120.0,95.0,30,GliderBase,5.5,2018
354,,,C,,C,5.6,17.0,9.7,Gin,Rage,4.3,14.4,7.9,90.0,70.0,17,GliderBase,5.4,2013
355,,,C,,C,5.6,19.5,10.4,Gin,Rage,4.3,16.9,8.5,100.0,80.0,19.5,GliderBase,6.1,2013
356,,,C,,C,5.6,17.0,9.7,Gin,Rage 2,4.3,14.4,7.9,90.0,70.0,17,GliderBase,5.4,
357,,,C,,C,5.6,19.5,10.4,Gin,Rage 2,4.3,16.9,8.5,100.0,80.0,19.5,GliderBase,6.1,
358,,,B,,B,5.7,21.05,10.95,Gin,Sprint 3,4.15,17.85,8.61,75.0,52.0,XXS,GliderBase,3.8,2016
359,,,B,,B,5.7,22.85,11.41,Gin,Sprint 3,4.15,19.37,8.97,85.0,65.0,XS,GliderBase,3.95,2016
360,,,B,,B,5.7,24.88,11.91,Gin,Sprint 3,4.15,21.09,9.36,95.0,75.0,S,GliderBase,4.3,2016
361,,,B,,B,5.7,27.0,12.41,Gin,Sprint 3,4.15,22.89,9.75,105.0,85.0,M,GliderBase,4.5,2016
362,,,B,,B,5.7,29.2,12.9,Gin,Sprint 3,4.15,24.76,10.14,115.0,95.0,L,GliderBase,4.9,2016
363,,,B,,B,5.7,32.08,13.52,Gin,Sprint 3,4.15,27.2,10.62,137.0,110.0,XL,GliderBase,5.3,2016
364,,,B,,B,5.6,21.0,10.84,Gin,Vantage 2,4.07,17.81,8.52,75.0,52.0,21,GliderBase,5.2,2017
365,,,B,,B,5.6,22.9,11.32,Gin,Vantage 2,4.07,19.42,8.9,85.0,65.0,23,GliderBase,5.4,2017
366,,,B,,B,5.6,24.9,11.81,Gin,Vantage 2,4.07,21.11,9.28,95.0,75.0,25,GliderBase,5.6,2017
367,,,B,,B,5.6,27.0,12.29,Gin,Vantage 2,4.07,22.89,9.66,105.0,85.0,27,GliderBase,5.9,2017
368,,,B,,B,5.6,29.1,12.78,Gin,Vantage 2,4.07,24.75,10.05,115.0,95.0,29,GliderBase,6.1,2017
369,,,A,,A,4.8,20.0,9.8,Gin,Yeti 4,3.6,17.36,7.9,90.0,55.0,20,GliderBase,2.7,2015
370,,,A,,A,4.8,22.22,10.3,Gin,Yeti 4,3.6,19.29,8.33,90.0,55.0,22,GliderBase,2.9,2015
371,,,A,,A,4.8,24.12,10.76,Gin,Yeti 4,3.6,20.94,8.66,105.0,65.0,24,GliderBase,3.1,2015
372,,,A,,A,4.8,26.26,11.23,Gin,Yeti 4,3.6,22.8,9.05,110.0,75.0,26,GliderBase,3.3,2015
373,,,A,,A,4.8,28.5,11.7,Gin,Yeti 4,3.6,24.74,9.43,105.0,85.0,28,GliderBase,3.5,2015
374,,,A,,A,4.8,30.83,12.16,Gin,Yeti 4,3.6,26.76,9.8,115.0,95.0,30,GliderBase,3.8,2015
375,,,B,,B,5.09,37.32,13.79,Gin,Yeti Tandem,3.87,33.62,11.41,180.0,120.0,38,GliderBase,5.6,2012
376,,,,,,5.1,18.0,9.6,Icaro,Aquila,3.8,15.2,7.6,90.0,65.0,Aquila 18,GliderBase,4.4,2015
377,,,D,,D,5.1,20.0,10.1,Icaro,Aquila,3.8,17.0,8.0,95.0,75.0,Aquila 20,GliderBase,4.5,2015
378,,,D,,D,5.1,22.0,10.6,Icaro,Aquila,3.8,18.7,8.4,105.0,80.0,Aquila 22,GliderBase,4.7,2015
379,,,B,,B,5.8,21.25,11.1,Icaro,Buteo XC,4.2,18.0,8.7,90.0,70.0,Buteo XS,GliderBase,4.8,2018
380,,,B,,B,5.8,23.5,11.27,Icaro,Buteo XC,4.2,20.0,9.2,100.0,80.0,Buteo S,GliderBase,5.1,2018
381,,,B,,B,5.8,25.75,12.2,Icaro,Buteo XC,4.2,21.9,9.63,110.0,90.0,Buteo M,GliderBase,5.4,2018
382,,,B,,B,5.8,28.0,12.74,Icaro,Buteo XC,4.2,23.8,10.0,125.0,100.0,Buteo L,GliderBase,5.9,2018
383,,,B,,B,5.2,22.0,11.0,Icaro,Gravis,3.8,20.0,8.7,75.0,55.0,Gravis XS,GliderBase,4.1,2016
384,,,B,,B,5.2,24.0,11.4,Icaro,Gravis,3.8,21.3,9.0,90.0,65.0,Gravis S,GliderBase,4.3,2016
385,,,B,,B,5.2,26.0,11.7,Icaro,Gravis,3.8,22.6,9.2,105.0,80.0,Gravis M,GliderBase,4.5,2016
386,,,B,,B,5.2,28.0,12.0,Icaro,Gravis,3.8,23.9,9.5,115.0,90.0,Gravis L,GliderBase,4.7,2016
387,,,B,,B,5.2,30.0,12.4,Icaro,Gravis,3.8,25.2,9.7,130.0,100.0,Gravis XL,GliderBase,4.9,2016
388,,,,,,5.1,15.0,8.74,Icaro,Kiwi,3.58,12.4,6.67,,,Kiwi,GliderBase,3.3,2017
389,,,,,,5.6,17.0,9.8,Icaro,Nikita 5,4.2,14.3,7.7,85.0,60.0,Nikita5 17,GliderBase,5.2,2016
390,,,,,,5.6,18.0,10.1,Icaro,Nikita 5,4.2,15.1,7.9,105.0,80.0,Nikita5 18,GliderBase,5.4,2016
391,,,,,,5.6,20.0,10.6,Icaro,Nikita 5,4.2,16.8,8.35,115.0,90.0,Nikita5 20,GliderBase,5.8,2016
392,,,B,,B,5.2,22.0,11.0,Icaro,Pandion,3.8,20.0,8.7,75.0,55.0,Pandion XS,GliderBase,4.9,2017
393,,,B,,B,5.2,24.0,11.4,Icaro,Pandion,3.8,21.3,9.0,90.0,65.0,Pandion S,GliderBase,5.2,2017
394,,,B,,B,5.2,26.0,11.7,Icaro,Pandion,3.8,22.6,9.2,105.0,80.0,Pandion M,GliderBase,5.5,2017
395,,,B,,B,5.2,28.0,12.0,Icaro,Pandion,3.8,23.9,9.5,115.0,90.0,Pandion L,GliderBase,5.8,2017
396,,,B,,B,5.2,30.0,12.4,Icaro,Pandion,3.8,25.2,9.7,130.0,100.0,Pandion XL,GliderBase,6.1,2017
397,,,B,,B,5.45,35.5,13.9,Icaro,Parus,3.85,29.75,10.7,185.0,110.0,Parus 35.5,GliderBase,7.2,2016
398,,,B,,B,5.45,41.5,15.0,Icaro,Parus,3.85,34.75,11.55,240.0,130.0,Parus 41.5,GliderBase,7.8,2016
399,,,A,,A,5.1,24.0,11.0,Icaro,Pica,3.6,19.9,8.5,95.0,70.0,Pica S,GliderBase,4.6,2015
400,,,A,,A,5.1,26.0,11.5,Icaro,Pica,3.6,21.5,9.0,105.0,85.0,Pica M,GliderBase,5.1,2015
401,,,A,,A,5.1,28.5,12.0,Icaro,Pica,3.6,23.6,9.2,125.0,95.0,Pica L,GliderBase,5.4,2015
402,,,,,,5.1,18.0,9.6,Icaro,Sitta,3.8,15.2,7.6,90.0,65.0,Sitta 18,GliderBase,3.3,2014
403,,,D,,D,5.1,20.0,10.1,Icaro,Sitta,3.8,17.0,8.0,95.0,75.0,Sitta 20,GliderBase,3.5,2014
404,,,D,,D,5.1,22.0,10.6,Icaro,Sitta,3.8,18.7,8.4,105.0,80.0,Sitta 22,GliderBase,3.7,2014
405,,,B,,B,5.2,22.5,10.82,Icaro,Xenus,3.8,19.2,8.53,110.0,80.0,XENUS,GliderBase,4.6,2018
406,,,C,,C,6.3,22.2,11.83,Niviuk,Artik 5,4.86,18.89,9.59,80.0,60.0,22,GliderBase,4.3,2018
407,,,C,,C,6.3,24.0,12.3,Niviuk,Artik 5,4.86,20.43,9.98,95.0,75.0,24,GliderBase,4.7,2018
408,,,C,,C,6.3,26.3,12.87,Niviuk,Artik 5,4.86,22.37,10.43,110.0,90.0,26,GliderBase,5.0,2018
